"comment","user_id"
"1:16 S M O O T H","141"
"YES THIS WAS NEEDED","693"
"*EARS BLESSED* 😍","823"
"Omg i love IT!!! 💜❤️","325"
"It has a good beat!","884"
"This deserves more recognition!!!","477"
"WHY AM I SEEING THIS JUST NOW?!!","412"
"Omgggg this is so so so amazing!!","433"
"THIS IS SO CREATIVE OH MY GAWWWD😭😭😖","997"
"This is gonna be my favorite song ever!","390"
"...he was talking to the other members...","55"
"He is a good leader","351"
"As a group leader and best friend..✨😎🤘","307"
"🐨Namjin🐹forever😘💜","360"
"Jin is like calm down baby i am okay","343"
"Namjin real","795"
"Namjoon cuidando a su esposo o si","57"
"Jin so cute and rm i like jin","950"
"MEU MARIDO NAMJOON FICA BRAVO","884"
"Namjin💜","92"
"To be honest... I am always with Namjin😚😚","385"
"Namjin♡","270"
"Namjin 💜💜","16"
"Perfect leader he deserves more love🐨🐨💜💜","44"
"""I know he was talking with hobi","769"
"I can't help But Ship Them🙂💔","624"
"NAMJIN❤️","372"
"That is why I purple namjoon and everyone 💜💜","397"
"Namjin😍😍😍","45"
"Ahhhh Pure Husband Material✨💜","805"
"Now we know namjin is real💖","936"
"Leader will be like R.M ❤️❤️❤️❤️","469"
"Namjin","880"
"Sharing is caring","756"
"""If i met Suga","151"
"You are really a great leader🥰🙏💞💕💜💜💜👏👍","358"
"O SEOKJİNE bişey olduğunda çok kızgın oluyor 😡","196"
"hampir aja jidat paripurnanya mas ganteng kena😂","495"
"❤","957"
"❤️❤️❤️❤️❤️","551"
"👍","861"
"But he was talking to taehyung 😅","234"
"Soo cute","907"
"Love bts😍😍😍😍😍😘😘😘😘😘😘","11"
"Omggggggg","738"
"ما فهمت شيء🤔🤔","681"
"So so cute","386"
"You stole my video why not make one? : 3","230"
"😊😊😊😊😊☺️","186"
"""That","7"
"RM is dad of Jin","341"
"What this song's name 🥰","362"
"Every time he prooves that he is a perfect leader","979"
"Hi BTS","908"
"القائد 😏👑✌️💙🐨🔥","707"
"Sana olll may super man","589"
"Oooooooooo","632"
"Best leader","280"
"Namjoon is the dad of bts","651"
"Me love yus","399"
"El papá de fendiendo a su hijo  👈","535"
"They r so strong..okay?","387"
"Cute","476"
"What is the background music","698"
"Song name pls...","789"
"What song is this pls say","124"
"He was taking to other members","553"
"What songs is this","337"
"Song???","272"
"Don't mess with the president siblings","729"
"wow😱","285"
"But that was cool","102"
"Yes","720"
"Rm is the best leader","697"
"Kakvdiyonyaba","166"
"No it's not true😅😅","495"
"That dances was awesome👌👌👌👌","216"
"Namjoon se ve muy hermoso con traje 💗💓💝💝💖","271"
"Leader RM is so handsome","248"
"""Wow","291"
"""Namjoon handsome/tall","801"
"I love rm smile 😍 ti is so cute","529"
"My bias","631"
"*Joonie Joonie!!*","512"
"I Love you Kim Namjoon you're so cute and hansome","935"
"""So Cute KIM NA JOON","207"
"I love you Namjooon 😇💗","619"
"""He is very cute","25"
"Namjoon are very cute😍😍","216"
"Omo. Daddy material","719"
"i like namjoon","75"
"rm.2.jimin💜💜💜💝💝","656"
"So handsome my oppa","88"
"💜💜💜💜💜💜💜","933"
"💜💜💜💜💜💜💜","219"
"💜💜💜💜💜💜💜","163"
"RM","171"
"pacarku Namjooon","279"
"Aaaaaa so Cute ❤❤❤😻😍😍","921"
"💖💖💖💖💖💖","404"
"Yfda❤️❤️❤️❤️❤️❤️😍😍😍","867"
"♥️💙💜💕💞❤️💗💝💖","92"
"He is a boss","655"
"Wow Nice 💖💚💜So Handsome","297"
"Rm just killed armys 🙈🙈","152"
"Where is this clip from????☺️","463"
"Hi i like it bro","164"
"Rm jin jimin","567"
"😍😍😍😘😘😗😗💘💖💖💕💗","853"
"pacarku Namjoon","954"
"Why????😍","866"
"I lov him","286"
"👌👌😍😍😍😍😍😍🤩❤️❤️❤️❤️❤️❤️","308"
"Namsns","594"
"Que guapo","193"
"Purple you goldie","792"
"Awww. Cute. but  the. smae","280"
"🤢🤮🤢🤮🤢🤮","512"
"kuLRM","822"
"Hello Ananya Di❤️❤️","710"
"Hello Anaya di","799"
"Hii Ananya didi","633"
"Nice 😘 Jan","759"
"Hii","546"
"Hi  ananya  Didi","976"
"Hi ananya didi","207"
"Hi  ananya didi","503"
"Nice","43"
"SARTHAK BORA ☺☺☺☺☺☺🤗☺☺☺☺☺☺☺☺","61"
"Gayatir kumari","165"
"Gayatir kumari","457"
"Nica👌👌👌😅😅👍👍💕💕💕🤗🤗🤗🤔🤔🤔🤔🤔🤔🤔🤔","791"
"6802","802"
"6802","184"
"6802","213"
"6802","856"
"6802","76"
"6802","548"
"6802","855"
"6802","993"
"6802","44"
"6802","11"
"6802","136"
"6802","444"
"6802","395"
"6802","119"
"6802","371"
"6802","648"
"6802","320"
"6802","965"
"6802","344"
"6802","600"
"6802","608"
"6802","240"
"6802","802"
"6802","972"
"6802","531"
"6802","339"
"6802","411"
"6802","692"
"6802","870"
"6802","235"
"6802","333"
"6802","895"
"6802","204"
"6802","205"
"6802","780"
"6802","662"
"6802","425"
"6802","289"
"6802","614"
"6802","157"
"6802","276"
"6802","340"
"6802","279"
"6802","873"
"6802","609"
"6802","860"
"6802","164"
"6802","451"
"6802","952"
"6802","350"
"6802","775"
"6802","163"
"6802","959"
"6802","796"
"6802","942"
"6802","532"
"6802","244"
"6802","59"
"6802","646"
"6802","688"
"6802","158"
"6802","309"
"6802","957"
"6802","24"
"6802","75"
"6802","431"
"6802","17"
"6802","431"
"6802","833"
"6802","229"
"6802","930"
"6802","886"
"6802","91"
"6802","576"
"6802","953"
"6802","446"
"6802","468"
"6802","201"
"6802","377"
"6802","779"
"6802","538"
"6802","600"
"6802","55"
"6802","200"
"6802","906"
"6802","714"
"6802","633"
"6802","786"
"6802","847"
"6802","365"
"6802","127"
"6802","609"
"6802","240"
"6802","150"
"6802","665"
"6802","224"
"6802","809"
"6802","420"
"6802","892"
"6802","618"
"""He is very hardworking in his job of","446"
"""_ _*_Jungkook is the most weird people ","648"
"Jungkook being bunny   Jin laugh: 👁️👄👁️","289"
"Its Jin's laughter that follows for me...😂😂😂","379"
"Jungkook jhope and jin are the funny one for me","124"
"""Lowkey? More like Highkey. JK","952"
"Jin's rap in the beginning 😂👍","100"
"""yeah","361"
"He loves to entertain his hyungs","910"
"Jin's laugh😂😂","786"
"""Jungkook is So cute","118"
"jin is always laughing the hardest 💜","511"
"Common we knw coz he is raised by Jin Hyung","760"
"Our kookie is so cute.","832"
"""I'm addictive to Jin's laugh","273"
"9:13 jk 😂😂😂😂😂😂😂😂","851"
"Jin’s laugh is heard all over this video 🤣💜","914"
"Jungkook is so cute💜","980"
"Lowkey??? He's funny highkey asf🤣🤣🤣💜💜💜","547"
"Jungkook🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣","309"
"Half of this video is Jins laughing 😂","593"
"World wide funny guy ✨","595"
"Omg Jk😂🤣😅😁💜","925"
"Your intro clip is itself the funniest 😂","576"
"love you kookie","958"
"""That's why I'm SO into him!!! 😍 Plus his voice","300"
"Jin’s laugh makes everything funnier😭💜","272"
"jin and jhope Laugh is the more funniest","547"
"""😊Funny","516"
"""😂😂😂koookk is bangtan's kid","896"
"I love him so much","192"
"1:11 Yoongi's smile is everything😭🤧💜","722"
"Jin's laugh is so beautful😭","944"
"Yes your cookie looks soo funny 😂🤣😂😂🤣😂🤣🤣","441"
"Jin Jimin v are the most victims","182"
"Jin really adores him","920"
"Jungkook is the Star❤️⭐🌟","607"
"7:07  Yoongi being such a mood here 😂😂","65"
"Jin is the biggest fun of JK and vise versa.","23"
"Yeontan is cute like V..","615"
"*Yeontan is the cutest dog ever!💜*","28"
"""_ _*_""""How to be Yeontan""""_*_ _     _ _*_Hug","221"
"DANCE is in JHOPE'S blood he proved it...","51"
"""I just like how the army die","441"
"They're always adorable 💜🥰","970"
"Jhope play with dog 😂😂😂","420"
"0:05 tae looks like proud mom.","994"
"Tae is so precious omg :< 5:35","371"
"Yeontan is such a lucky dog.. :C","55"
"yeontan is the most lucky and rich dog","769"
"""*ahHh EccUse mE*  *_Even though we love Yeontan","203"
"Even Yeontan shares the visual appeal that V has.","976"
"Tae in the background like: ya all stole my baby","666"
"""esse homem bb cute é tao lindo e com yeontan ","510"
"wait i love yeontan daddy and im mommy😏😂💜","782"
"It's impossible to not fall in love with yeontan","753"
"Cutie my baby dog and V and fans and ARMY","715"
"Yeontan is so lucky...","45"
"Love J Hope making him dance","872"
"Yeontan is so cute I will literally cry","980"
"Yeontan is a pop star","115"
"Fun fact : we are already in love with yeontan","968"
"Yeontan","865"
"So cute and sweet😘😘","235"
"Bello como su papá Tae.","783"
"Yeontan❤😍","744"
"I can't imagine a better life that yeontan's","449"
"Baby yeontan is so cute😍😍💜","451"
"Yeontan is so cute","26"
"Jimin loves Yeontan like anything...","38"
"Yeontan is so cute like V❤️❤️❤️","980"
"She's so cute I already fall in love with yentah","24"
"Yeontan is soooooooooooooooooooooo cute baby ☺️","921"
"Yeontan With His Dad & Six Uncles","52"
"“jimins the kid who picks flowers during pe”","825"
"""""""Jk's thighs""""  *same sis*""","215"
""""""" Jk thighs"""" YES""","457"
"My family would never-","457"
"""12:13 was actually even funnier","900"
"""""""Jimin just wants to hug everyone""""""","303"
"""Tae is so cute","670"
"Jimin the only one in my life who makes me smile","325"
"""I love Jimin and RM's thighs ","344"
"Lol taehyung 😂","819"
"""Hi","190"
"Jungkook is sooo handsomeeeee","931"
"Jin is the most adorable Hyung 💜","474"
"Love this family","247"
"Jimin is a funny guy 🤣","466"
"Taehyung is so cute😂","567"
"taehyung is the cutest baby ever loll","620"
"""Ok","232"
"Jimin why ur so cute","660"
"""I had to pause to comment:  Can we not ","961"
"""You’re my fav channel rn","317"
"""Queria que minha família gostasse deles ","916"
"""I could only imagine my family like this. :","999"
"""I love reaction daddy's n mommy","258"
"I really love families reacting BTS💜","25"
"0:54 bro I feel you. Samee😏😎💜RM","628"
"""Y'all need to watch the episode 50 and 51","576"
"I declare! V is the baby of Bangtan.","456"
"Jin is so funny and cute 🤣💕","440"
"ur brother is a HARD STAN jin😭✋ lmao love him!","497"
"I'M DYINGGG 😂 Also you have the sweetest family","474"
"My all time fave Run BTS episode","432"
"""tae's best part 6:56 i cant stop laughing","574"
"""the family I want so much","884"
"""thank you for the reaction","970"
"""Yow i cried from laughing for this episode","859"
"""lo vi 502i4828 veces a este episodio","605"
"""I just died from laughter","327"
"I just want a friend circle like this","360"
"This EP is so FUN","855"
"esto es más falso que mi relación con Jungkook","207"
"Yo viendo como suena la intro de Big Hit","294"
"soy la unica que vio como jimin abrazaba a Tae","298"
"A yo pensando que era verdad 😞","866"
"yo mirando a nanjoom","168"
"tae me representa jajajaj","398"
"La carita de hobi","747"
"Beautiful love you mis papis bellos💖🇩🇴🇩🇴🥰","301"
"Todo por tener vistas haces we🤣🤣 FAKE🤡","737"
"""Uno hay una cruz hereje  ","224"
"Vengo a dejar mi JDKSKSKSKSKSJDJSKSA","963"
"Ay que hacer esto #btsreaccuinaacancioneslatinas","733"
"Estuve esperando eso por mucho","987"
"Jungkook hemosome gutas","915"
"Son muy lindos saludos de latinoamerica","379"
"Teamo suga","482"
"💕","824"
"💕💞🎈🎉🎉","936"
"El suga bien entretenido🤣🤣","632"
"Es falso es obvio estaban reaccionando a dynamite","323"
"👍👍👍👏👏","156"
"Esto es más falso que mí relación con jimin","759"
":3","667"
"""Si es falso","662"
"Lo ame 💝","309"
"🇨🇱🇨🇱","555"
"Omayga 😱😱","858"
"😘😘😘😘😘 AMoR","557"
"UwU","702"
"🤣🤣","330"
"🤣🤣🤣🤣","251"
"💚💚💚💚","757"
"Me encanto dssde Cali Colombia 💕💋🇨🇴💋💕🤯","318"
"😁","259"
"😅😅","227"
"LOS AMO MIS BTS ADIOS CHAOO","645"
"💖💖💖💖💖💖💖💖💖","67"
"MuY rEal 🥵","655"
"Woouu","319"
"Jimin mis amores que hermosos son los amo","265"
"I love you sumhatch bts","530"
"Hahahahaha","45"
"""You should write """"fan made"""" on the title.""","415"
"Te amo suga ❤️❤️❣️","939"
"https://www.youtube.com/watch?v=vMLk_T0PPbk","177"
"QUE ESTOO HDKSKAAJJAJAJSJAJAJASJAJAJAJ","213"
"Jajajaja💜💜","62"
"Jajajaja como reacciona los coreanos","919"
"Vien","24"
"Jajajaja estuvo bueno la que lo edito","980"
"teamo","952"
"ok buena editora","414"
"Noentiendo","551"
"Holiiii","198"
"Ola😍😍😍😍🎶🎵🎶🎵😀","919"
"Y competencia de salsa por favor","842"
"Escuchen la de location y el makinon","239"
"Les resumo el video. ✨FALSEDAD✨ENGAÑO✨MENTIRA✨","914"
"Que guapod","340"
"Eso es más falos q yo en un concierto de bts","679"
"Los amo BTS","814"
"""he was looking so cute","300"
"Tell me why we looks so DAMN CUTE POINTING AT IT","443"
"Don't leave Jungkook alone or.... 😂😂😂😂","848"
"""Fish: Jungkook","593"
"""It’s like a “mom","285"
"The way he flinched 🤣🤣🤣god😂🔥Gguk💜","171"
"Oue kookie is afraid of noting 😳💜","68"
"JK can do annyyythingg 💜","738"
"JUNGKOOK LOOK SO CUTE 😘😘😘AND FUNNY 😂😂","671"
"He is so funny and cute cool","69"
"Junkook were so scarred when he saw the fish!😂💜","262"
"""Army's. First we wanted to be Yeontan","669"
"Jungkook be like: I thought you said it was hard?","561"
"A carinha  do Kook de Olha oq eu achei","639"
"Just Junkook casually picking up a GIANT fish 😅","11"
"He's like: why isn't this wiggling","646"
"He was acting like a Baby 😂😂  🐰🐰","47"
"When he pointed the ground 😍 how addorable","422"
"The way he pointed at it 🥺💜","63"
"Even that fish got to kiss jungkook's neck","73"
"""The fish be like: Bish","908"
"""Even the fish is whipped for jk","853"
"Todos :Ooooo Yo : miren el tamaño de esos huevos","719"
"The scene after that was even funnier 😂","152"
"Jk was soooooo cute when he found the fish","374"
"""When finds a fish at the shore","435"
"Cute Jungkookie 😘😘 his expression💜💜","416"
"""How cute his expression was","614"
"The fish giving his body and soul to Jungkook 😂","61"
"Awwww kookie 😍😍😘😘😘💜💜","528"
"""He can be a fisherman","964"
"OMG this kid that is why I love him 🤣🤣","105"
"This will never stop being iconic","325"
"""This is why you don't take your eyes off JK","403"
"When u leave jk alone for a sec like:","495"
"Jungkook reaction is too cute","591"
"He was so surprised to see the fish there😂😂😂","776"
"Jungkook look so cute and funny","814"
"The way he flinched. ...God 😂🔥Gguk 💜","266"
"""""""HOW do i turn it off """" - a never ending saga""","848"
"Everything they do is iconic at this point.","814"
"""""""aren't u tired","815"
"""""""how was your dts? sorry","275"
"""V: *Everyone focus","184"
"I was finally faster than Suga’s rap ✨","301"
"Yoongi at 3:53 is me ALL THR TIME IN CLASS 😭","263"
"""The last time I was this early","693"
"3:47 HIS FACE AT THE END THO- 🤣🤣🤣","824"
"you just had your breakfast... congratulations...","104"
"""NAMJOON SAID """"Sorry","256"
"suga’s expression at 3:54 LMFAO","565"
"Omg 😳 namjoon saying “ bye night night” 😭😭😭","441"
"My latest favorite line is Namjoon's Dead TS 😂🤣","848"
"""4:00 Namjoon's """"Oooooo""""..He is so cute..☺️💜""","966"
"""After so many Vlives","60"
"When the chef said “so it’s all edited”- lmaooooo","238"
"""They have been doing V live for years ","815"
"""Pfft","152"
"✨ I C O N I C✨ indeed.","880"
"Idk but your intro gives me the fEeLs~","124"
"Lmao Joonie really went Congrats xD","948"
"""6:20  J-Hope : Mr. Baek ","142"
"RM's V-Live was literally everything 😂😂😂😂","906"
"""in the vlive with Namjoon","665"
"RM do be judging us 24/7","625"
"""I legit thought taehyung was 25","96"
"It's hard to not fall in love with namjoon😭😭","987"
"They are ICONIC.....","332"
"Ducktan Sonyeondan 😌💜","847"
"Namjoon was like congratulations 😐👏","456"
"Hiiii","792"
"Yeontan is so cute just like his father.","884"
"*In conclusion: Everyone wants to be Yeontan*","624"
"""Tannie is just another form of Yoongi","619"
"""No one :  Literally no one : Me : Hey Siri","777"
"Yeontan has the life that ARMY is dreaming of.","684"
"""I'm just imagining how Tae walks Yeontan","108"
"""_ _*_""""How to be Yeontan""""_*_ _     _ _*_Hug","635"
"""_ _*_Honestly ","808"
"""He's like ","870"
"When a dog is luckier than you :)","856"
"For ARMYs:  Y/N full form=Yeontan..","476"
"""ARMY: *how to be Yeontan*  Google: *""""R.I.P""""*""","198"
"*Prayer of being Yeontan ENTER*","891"
"Yeontan dosen't know he is the luckiest dog","862"
"Yeontan is loyal to his owner","674"
"Love you yeontan.... Who wants him??? 💜💜💜💜","521"
"Yeontan is the luckiest dog in this world","972"
"Who all love Yeontan ❤️💜 👇","821"
"*Yeontan*:The luckiest dog ever...","609"
"Yeontan is the luckiest dog/pet in the world","641"
"""Jk:Holly and yeotan needs a fight ","71"
"I am stressed and this is my therapy.","172"
"FIRST.. YEONTAN WHY SO CUTE?!!","7"
"Yeontan is so cute just like V","655"
"""You want a dog like tannie","256"
"Yeontan being done with BTS😂😂😂😂","134"
"Who wants to be yeontan 💜💜💜💜","863"
"Yeontan is so cute","722"
"Yeontan be like.... Who  Are  You...🙄🙄🙄🙄","294"
"""Yeontan the lucky dog","646"
"V dad Jimin mom Yeontan son 💜💜💜","796"
"Yeontan is so lucky","862"
"Tae and tan both are super cute.💜💜💜♥️♥️♥️","246"
"Wow make long BTS 😭♥️","934"
"Awww😊♥️","475"
"We want more photos 🥺❤️","214"
"He is just insane🔥💜","34"
"Amazing photoshoot.🔥🔥🔥","171"
"❤️","276"
"Video is too short...upload the full vdo pls","130"
"❤💕","5"
"Please share full bts with him please please","670"
"❤️❤️","447"
"♥️♥️♥️","980"
"Ty for this ..pls share more bts🤩","965"
"Beautiful","432"
"🙂","618"
"Congratulations Riyaz sir 🔥","187"
"Love it","143"
"🔥🔥🔥","689"
"very nice pics","448"
"I love you Riyaz ❤️❤️❤️","673"
"Iska bf Mr faisu kha gya😉","22"
"Amazing","32"
"Awesome photo ❤️❤️❤️","582"
"Amazing😍🔥🔥🔥🔥","214"
"❤️❤️❤️🙈","909"
"Cute","800"
"💖💖💖","397"
"Nice riii 💖💖","597"
"❤️❤️❤️❤️❤️","184"
"Nice rii❤️❤️","945"
"osmm yrr dam good","488"
"Photo shoot karane ki jarurat kya hain","877"
"Hii riyaz","606"
"Nice","500"
"Nice","347"
"Bhaiya we want anushka sen photoshoot shoot bts .","225"
"Pagal","66"
"Upload with Sid too pleasee","739"
"Op","812"
"🤮🤮🤮🤮🤮🤮🤮🤮","342"
"Hi","162"
"Bhai plz puri video uplaod karte te","333"
"wow bro","344"
"Ooo","677"
"Wow Riyaz bahi","372"
"Nice photo riyaz❤️❤️❤️","224"
"Nice","768"
"Good","472"
"Nice video riyaz 😘😘","946"
"The Grammy are scammer","851"
"""Well i think","111"
"First UvU i never miss bts","993"
"*angry class 1-a boys noises*","255"
"OT7 armys dying in the corner :","270"
"Can the boys react to this?? 😂😂😂","762"
"When your both in the fandom ohhh yesss","597"
"""I stfG they are such sweathearts","149"
"i dead but i m alive jin killed me","638"
"OK THIS IS EPIC-","17"
"""Rap Monster really bringing it","274"
"""Mina Nooooooo","894"
"I found another ARMY/WEEB 😊😁🤩✨✨✨","266"
"Kimmie taetae is acting cute in 8:29","999"
"Oml i love suga's smile!!! 🥺","463"
"4:42 dayum okkkk glow up yuh get it ig 💜💜✨✨✨","135"
"1:00 AHHHHH SO HANDSOME!!!","700"
"Me:singing to the song* My mom:😕","761"
"ME vibing and watching them diying :)","692"
"Think of the army's Mina 😃💜🔫","917"
"This is masterpiece..","967"
"They be siampin so much and so am I","248"
"First im so happy-!! 🙆‍♀️💗","973"
"jinnnnn","280"
"TAEHYUNG IS LIKE AN ANGEL FORM HEAVEN","283"
"Nice 💜Jimin ssi","287"
"ARMYYYYYY 💜💜💜","993"
"My jaw line is hurting becuz of smiling😂❤️","868"
"ARMY RIGHT HERE! purple you!","80"
"Oh la la love it 😁🥺🥵","137"
"YASSSSS LOVE IT","215"
"48","596"
"48","680"
"48","686"
"48","803"
"48","432"
"48","942"
"48","616"
"48","689"
"48","110"
"48","825"
"48","718"
"48","94"
"48","264"
"48","981"
"48","232"
"48","743"
"48","174"
"48","804"
"48","861"
"48","601"
"48","7"
"48","776"
"48","405"
"48","229"
"48","607"
"48","699"
"48","20"
"48","691"
"48","524"
"48","525"
"48","958"
"48","23"
"Bts my world my everything","712"
"Get me hobi water now!!!!😳","579"
"BTS🔥🔥🔥🔥","179"
"Fire💋🔥🔥🔥🔥🥴🥴🥴🥴  Sistaaaa 🥴🥴🥴🥴💜✨","863"
"Fire !!","415"
"🔥🔥🔥🔥🔥 fire","119"
"Its sooooooooo hot😥😥😥😥literally killing me","342"
"🔥🔥🔥","348"
"Fire BTS 🔥🔥🔥🔥🔥🔥","364"
"🔥🔥🔥fire eonnie 😳😳🔥🔥🔥","212"
"🔥🔥🔥🔥🔥","143"
"🔥🔥🔥🔥🔥🔥😳😳😳 eonnie","295"
"First💜🔥🔥","49"
"💜💜Wow 💜💜fabulous 💜💜","456"
"🔥🔥🔥🔥🔥😍😍😍❤️","275"
"💜","893"
"😘😘😘❤️❤️super","923"
"😍😍😍","682"
"Woww😍😍","296"
"😘💜💜😘","697"
"Suga killed me","773"
"😘😘😘😘😘","922"
"😰😰😰😰","420"
"Woww","557"
"BTS knew jin is still a baby ㅠㅠ","844"
"""BTS every year for each other’s birthday: cake","510"
"SEOKJIN FANS  👇","200"
"No doubt JIN is the “happy virus” of BTS","630"
"HOW MANY INTERNATIONAL ARMYS Fans are here?  👇️","894"
"JIN FANS 👇","442"
"""I showed this to my grandfather","528"
"""Jin's smile is soooooo cute☺ Also Jungkook","462"
"""Please Lets cheer him up","221"
"""Jin is such an amazing person. Wise","91"
"Pobre jungkook no se si reírme o llorar 😢","295"
"""2:45 The way Jimin kissed Jin's fingers","536"
"""Jin always cheat when it's about age ","194"
"""This isn't just a boy band","503"
"Is anyone a Jinmin shipper here.","881"
"Jinnie ❤️","535"
"""I tell you","918"
"aww pense q Tae se adelantaria KDJDJS","933"
"Ver o jin FELIZ é tão bom:(","752"
"his relationship with the maknae line is so cute","468"
"1:24 when 95z become Jin's hyung","734"
"Happy. Birthday jin❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","670"
"""Jin: *Only 16 people wished me*   Armys: *Noooo","388"
"""6 members","495"
"Happy birthday 🥳🥳🥳🥳🥳 Jin BTS ❤️❤️","543"
"كوك لماذا نحن هونا🤭😂💔","29"
"happy BIRTODAY JIN MY LOVELY BOY IS JIN","292"
"Happy birthday","300"
"TAE WITH GLASSES COMPLETES ME","609"
"Jinnie","418"
"2:41 Jin's face just sends me every time 🤣","815"
"اينن الأرمي  العربييي😢😎","889"
"Baby Kim Seokjin","356"
"""_ _*_If Suga laughs out loud","110"
"""_ _*_Jin after seeing Namjoon hair ","86"
"Who loves our 7 WONDERS more than your life 👇💜","355"
"NAMJOON BRAZILIAN PRESIDENT 💚💛😂","404"
"""1:08 Why is Yoongi so hot all the time","223"
"The way suga breaks his pic 😂😂😂😂😂😂","526"
"""One thing's for sure","239"
"Nobody:             RM favourite word: Cute","720"
"Suga is definitely cute even before. 😍❤️💜","369"
"""""""why shoe lace undone aaahhh"""" RM so cute💜""","691"
"""Jimin: After seeing RM's hair ","628"
"Suga's smile is sweeter than sugar 💜💜💜","589"
"The way they all run to see jimin in photo","737"
"0:56 RM: TURN UP!!","724"
"""2:18-2:28 I was cheering for RM dancing","922"
"Bro NamJoon-.... 🥵💀🤣😭 2:28 it happens","85"
"Suga's reaction to his pre-debut picture. XD","729"
"J hope is sooo funny","312"
"Taetae's baby face 🐻","657"
"And there goes Jin blowing a kiss once more^^","35"
"1:17 plz some one save namjoon🤣🤣🤣🤣🤣","631"
"Suga 's laugh borked my ear 🤣","954"
"1:18 IM WHEEZING WITH THEM 😭😭😭😭😭","629"
"Jhope just be dying by himself 😂😂😂😂😂","913"
"O yoon parecia uma coxinha KKKKKKK","783"
"""Jimin be like mom take me home","963"
"""all of them were like: *no no no","200"
"Yoongi very cute aaaa","929"
"V: I want to see your kids rm: suddenly cough😂","780"
"""To BTS's future partners","598"
"*BTS not a group*  💜  *BTS is a best family*  💜","537"
"The word ''you know'' is made for jin lol😂😂😂","293"
"""*_We don't Stan a GROUP","343"
"""Hobi being the glue of the family","363"
"""jin everytime jin to jhope- i LOVE you Bro ","563"
"J hope is so kind and he truly luv jungkook","609"
"Who loves BTS more than your life 👇💜","120"
"Jin:I love u bro u know😘 jhope:yeah☺️","580"
"""BTS : We are not a group ","267"
"""Jhope: """"this is pretty expensive""""  Me: """"honey","353"
"""WHEN I SAW THE TITLE OF THIS VIDEO","823"
"""Omg! I slowly turned into an army","646"
"BTS Is Life.....💜","528"
"""Jin: I love you bro","726"
"They are also became part of Armys life.","100"
"J-Hope is sooooo caring to everyone","432"
"""BTS is not just a band","732"
"We don't need proof they are a family 💜","349"
"""Yes","877"
"""The 7 of them","666"
"Jin is such a caring hyung to BTS.. 💜","178"
"I love my life My life is BTS....","713"
"We love you BTS keep safe","261"
"""Jin has a habit of saying """"u know""""""","531"
"Jin and sugar are talking like mom a he's kid","883"
"Love you bts♥️♥️","437"
"""It's so emotional. The way we love them","266"
"Jin is a caring boy","388"
"BTS fantastic  7 members & 7 superSTARS ❗👈👍👌✌","830"
"""when he said “I love you bro","708"
"""I like when jin say """"I LOVE YOU BRO","508"
"Tae casually confirming that Joon has kids","708"
"This is why Jin don't have friends.","311"
"I want them to always be together and happy.","360"
"""Doesn't matter how many muscles he has","156"
"Jungkook is Always BTS's and ARMY's baby 😍😘","979"
"""1:26 So yeah","748"
"Jungkook is our cute little bunny","549"
"""JK is still a kid","760"
"Jungkook bunny smile is Just everything 😭","992"
"""Earlier","688"
"1:23 back when jin can hold jk 😅😅","638"
"""BTS is blessed","258"
"Everyone have a soft spot for JK 🥺","910"
"JK 💜 He's lucky 2 have brothers like BTS 💜","664"
"""Jeon Jung-kook is like a reborn baby","700"
"Jungkook is the brightest star to be born 💛","622"
"""Kookie is precious","579"
"Bts is everything for us 💜💜 Love bts 💜 💜","265"
"CUTEEEE BUNNY.......","963"
"I love you jk and bts💜💜","163"
"""their relationship is so heartwarming ","123"
"""Ugh when he cries","998"
"""Suga is so handsome here","432"
"We will always love u Jungkookiee💜💜","472"
"JK : the members all towards me Ahhhhhh💜💜💜💜🐰","234"
"I wish I had such ppl in my life too","908"
"""JK always be our cute","75"
"""No matter How much he'll grow up ","81"
"""You know","721"
"I cried too much rewatching the video 😭🤧","718"
"I like J hope hes so cool and kind and sweet","870"
"I like how bts treat Jung kook as their baby","874"
"""I love BTS","536"
"""BTS is not just a boy band","321"
"new name fo jungkook kookliet","585"
"Golden baby jeon jungkook 🤧🤧","288"
"""they are like a family. fighting each other","395"
"First time I saw jin carrying jk 💜","475"
"Jungkookie's  speach made me cry😢....I love u 💜","246"
"I really want to hug kookie right now 😢😢😢😢","883"
"My always Fav Kookie bunny 😘💋💜💜","325"
"""Next sermad qadeer k song ma sehar aye gy","100"
"Saiff is so funny yaarrrr😂😂😂","681"
"Want more vlogs with Saif❤️ He's so funny😂","188"
"Imagine heart for seher Mirza. ❤❤","235"
"Ceher:is bndy k patkhy nikall rahy hain😂","923"
"love your vlogs❤️","910"
"alishba is sooooo cute ❤️","989"
"Amazing vlog loved it","304"
"A really big fan of you three sisters","398"
"I love your vlogs❤  SEHER 🌸","249"
"Plz more vlog with jannat and umer ❤️🌍","197"
"Congrats for 100k subscribers❤","972"
"So cute and sweet 💕💕","701"
"i am first plz reply😍😍 am waiting","395"
"Love it ❤️❤️","388"
"Im here for pk ❤️","400"
"Its trendy❣️🙌","738"
"Alishba ky dant fit ho gy phly sy waoo😁😁","237"
"Woww ur vlog is on trending great.......","418"
"All of you are so nice love to see your vlogs","446"
